Ano;Logradouro;Delito;Total
2020;Avenida Embaixador Abelardo Bueno;Lesão corporal culposa - trânsito;26
2020;Avenida Engenheiro Soua Filho;Lesão corporal culposa - trânsito;10
2020;Avenida Francisco Bicalho;Acidente de trânsito;22
2020;Avenida Francisco Bicalho;Lesão corporal culposa - trânsito;26
2020;Avenida General Justo;Acidente de trânsito;11
2020;Avenida General Justo;Lesão corporal culposa - trânsito;11
2020;Avenida Geremario Dantas;Acidente de trânsito;32
2020;Avenida Geremario Dantas;Lesão corporal culposa - trânsito;36
2020;Avenida Governador Carlos Lacerda;Acidente de trânsito;23
2020;Avenida Governador Carlos Lacerda;Lesão corporal culposa - trânsito;23
2020;Avenida Infante Dom Henrique;Acidente de trânsito;20
2020;Avenida Infante Dom Henrique;Atropelamento;18
2020;Avenida Infante Dom Henrique;Lesão corporal culposa - trânsito;33
2020;Avenida Itaoca;Acidente de trânsito;20
2020;Avenida Itaoca;Lesão corporal culposa - trânsito;28
2020;Avenida Joao Ribeiro;Acidente de trânsito;21
2020;Avenida Joao Ribeiro;Lesão corporal culposa - trânsito;24
2020;Avenida Joao Xxiii;Acidente de trânsito;13
2020;Avenida Joao Xxiii;Lesão corporal culposa - trânsito;12
2020;Avenida Lucio Costa;Acidente de trânsito;43
2020;Avenida Lucio Costa;Atropelamento;24
2020;Avenida Lucio Costa;Homicídio culposo - trânsito;11
2020;Avenida Lucio Costa;Lesão corporal culposa - trânsito;56
2020;Avenida Maracana;Acidente de trânsito;13
2020;Avenida Maracana;Lesão corporal culposa - trânsito;13
2020;Avenida Marechal Fontenele;Acidente de trânsito;20
2020;Avenida Marechal Fontenele;Lesão corporal culposa - trânsito;19
2020;Avenida Marechal Fontineli;Acidente de trânsito;22
2020;Avenida Marechal Fontineli;Lesão corporal culposa - trânsito;23
2020;Avenida Marechal Rondon;Acidente de trânsito;10
2020;Avenida Marechal Rondon;Lesão corporal culposa - trânsito;10
2020;Avenida Meriti;Acidente de trânsito;23
2020;Avenida Meriti;Lesão corporal culposa - trânsito;22
2020;Avenida Ministro Ari Franco;Acidente de trânsito;13
2020;Avenida Ministro Ari Franco;Lesão corporal culposa - trânsito;14
2020;Avenida Ministro Edgard Romero;Acidente de trânsito;23
2020;Avenida Ministro Edgard Romero;Lesão corporal culposa - trânsito;26
2020;Avenida Monsenhor Felix;Acidente de trânsito;40
2020;Avenida Monsenhor Felix;Lesão corporal culposa - trânsito;42
2020;Avenida Nacoes Unidas;Acidente de trânsito;11
2020;Avenida Nacoes Unidas;Lesão corporal culposa - trânsito;12
2020;Avenida Niemeyer;Acidente de trânsito;10
2020;Avenida Nossa Senhora De Copacabana;Acidente de trânsito;22
2020;Avenida Nossa Senhora De Copacabana;Lesão corporal culposa - trânsito;23
2020;Avenida Oswaldo Aranha;Acidente de trânsito;12
2020;Avenida Oswaldo Aranha;Lesão corporal culposa - trânsito;12
2020;Avenida Pastor Martin Luther King Jr;Acidente de trânsito;16
2020;Avenida Pastor Martin Luther King Jr;Lesão corporal culposa - trânsito;19
2020;Avenida Pastor Martin Luther King Jr.;Acidente de trânsito;74
2020;Avenida Pastor Martin Luther King Jr.;Atropelamento;17
2020;Avenida Pastor Martin Luther King Jr.;Homicídio culposo - trânsito;12
2020;Avenida Pastor Martin Luther King Jr.;Lesão corporal culposa - trânsito;79
2020;Avenida Paulo De Frontin;Acidente de trânsito;25
2020;Avenida Paulo De Frontin;Lesão corporal culposa - trânsito;25
2020;Avenida Presidente Castelo Branco;Acidente de trânsito;15
2020;Avenida Presidente Castelo Branco;Lesão corporal culposa - trânsito;15
2020;Avenida Presidente Vargas;Acidente de trânsito;39
2020;Avenida Presidente Vargas;Atropelamento;18
2020;Avenida Presidente Vargas;Lesão corporal culposa - trânsito;55
2020;Avenida Presidente Vargas - Pista Central;Lesão corporal culposa - trânsito;11
2020;Avenida Princesa Isabel;Acidente de trânsito;13
2020;Avenida Princesa Isabel;Lesão corporal culposa - trânsito;13
2020;Avenida Salvador Allende;Acidente de trânsito;32
2020;Avenida Salvador Allende;Lesão corporal culposa - trânsito;35
2020;Avenida Sargento De Milicias;Lesão corporal culposa - trânsito;11
2020;Avenida Tenente Coronel Muniz De Aragao;Lesão corporal culposa - trânsito;14
2020;Avenida Vicente De Carvalho;Acidente de trânsito;24
2020;Avenida Vicente De Carvalho;Lesão corporal culposa - trânsito;25
2020;Estrada Adhemar Bebiano;Acidente de trânsito;37
2020;Estrada Adhemar Bebiano;Lesão corporal culposa - trânsito;38
2020;Estrada Chrisostomo Pimentel De Oliveira;Acidente de trânsito;14
2020;Estrada Chrisostomo Pimentel De Oliveira;Lesão corporal culposa - trânsito;17
2020;Estrada Da Agua Branca;Acidente de trânsito;28
2020;Estrada Da Agua Branca;Lesão corporal culposa - trânsito;29
2020;Estrada Da Barra Da Tijuca;Lesão corporal culposa - trânsito;16
2020;Estrada Da Cachamorra;Acidente de trânsito;14
2020;Estrada Da Cachamorra;Lesão corporal culposa - trânsito;14
2020;Estrada Da Gavea;Acidente de trânsito;10
2020;Estrada Da Gavea;Lesão corporal culposa - trânsito;14
2020;Estrada Da Ilha;Acidente de trânsito;10
2020;Estrada Da Matriz;Acidente de trânsito;12
2020;Estrada Da Matriz;Lesão corporal culposa - trânsito;13
2020;Estrada Da Paciencia;Acidente de trânsito;14
2020;Estrada Da Paciencia;Lesão corporal culposa - trânsito;14
2020;Estrada Da Pedra;Acidente de trânsito;38
2020;Estrada Da Pedra;Lesão corporal culposa - trânsito;46
2020;Estrada Da Posse;Acidente de trânsito;21
2020;Estrada Da Posse;Lesão corporal culposa - trânsito;22
2020;Estrada De Jacarepagua;Acidente de trânsito;36
2020;Estrada De Jacarepagua;Lesão corporal culposa - trânsito;38
2020;Estrada De Sepetiba;Acidente de trânsito;25
2020;Estrada De Sepetiba;Lesão corporal culposa - trânsito;20
2020;Estrada Do Cabucu;Acidente de trânsito;15
2020;Estrada Do Cabucu;Lesão corporal culposa - trânsito;15
2020;Estrada Do Camboata;Acidente de trânsito;12
2020;Estrada Do Camboata;Lesão corporal culposa - trânsito;12
2020;Estrada Do Campinho;Acidente de trânsito;27
2020;Estrada Do Campinho;Lesão corporal culposa - trânsito;26
2020;Estrada Do Colegio;Acidente de trânsito;16
2020;Estrada Do Colegio;Lesão corporal culposa - trânsito;18
2020;Estrada Do Engenho;Acidente de trânsito;10
2020;Estrada Do Engenho;Lesão corporal culposa - trânsito;13
2020;Estrada Do Engenho D Agua;Acidente de trânsito;12
2020;Estrada Do Engenho D Agua;Lesão corporal culposa - trânsito;14
2020;Estrada Do Gabinal;Acidente de trânsito;24
2020;Estrada Do Gabinal;Lesão corporal culposa - trânsito;24
2020;Estrada Do Galeao;Acidente de trânsito;33
2020;Estrada Do Galeao;Lesão corporal culposa - trânsito;32
2020;Estrada Do Guandu Do Sena;Acidente de trânsito;10
2020;Estrada Do Guandu Do Sena;Lesão corporal culposa - trânsito;10
2020;Estrada Do Itanhanga;Acidente de trânsito;13
2020;Estrada Do Itanhanga;Lesão corporal culposa - trânsito;15
2020;Estrada Do Magarca;Acidente de trânsito;36
2020;Estrada Do Magarca;Lesão corporal culposa - trânsito;39
2020;Estrada Do Mato Alto;Acidente de trânsito;30
2020;Estrada Do Mato Alto;Lesão corporal culposa - trânsito;29
2020;Estrada Do Mendanha;Acidente de trânsito;19
2020;Estrada Do Mendanha;Atropelamento;11
2020;Estrada Do Mendanha;Lesão corporal culposa - trânsito;25
2020;Estrada Do Monteiro;Acidente de trânsito;15
2020;Estrada Do Monteiro;Lesão corporal culposa - trânsito;20
2020;Estrada Do Pau Ferro;Acidente de trânsito;21
2020;Estrada Do Pau Ferro;Lesão corporal culposa - trânsito;22
2020;Estrada Do Piai;Acidente de trânsito;23
2020;Estrada Do Piai;Lesão corporal culposa - trânsito;22
2020;Estrada Do Portela;Acidente de trânsito;18
2020;Estrada Do Portela;Lesão corporal culposa - trânsito;18
2020;Estrada Do Rio Grande;Acidente de trânsito;17
2020;Estrada Do Rio Grande;Lesão corporal culposa - trânsito;18
2020;Estrada Do Tindiba;Acidente de trânsito;11
2020;Estrada Dos Bandeirantes;Acidente de trânsito;67
2020;Estrada Dos Bandeirantes;Atropelamento;11
2020;Estrada Dos Bandeirantes;Lesão corporal culposa - trânsito;75
2020;Estrada Dos Tres Rios;Lesão corporal culposa - trânsito;10
2020;Estrada Intendente Magalhaes;Acidente de trânsito;27
2020;Estrada Intendente Magalhaes;Lesão corporal culposa - trânsito;27
2020;Estrada Joao Paulo;Acidente de trânsito;12
2020;Estrada Joao Paulo;Lesão corporal culposa - trânsito;11
2020;Estrada Marechal Alencastro;Acidente de trânsito;43
2020;Estrada Marechal Alencastro;Lesão corporal culposa - trânsito;44
2020;Estrada Marechal Miguel Salazar Mendes De Morais;Acidente de trânsito;14
2020;Estrada Marechal Miguel Salazar Mendes De Morais;Lesão corporal culposa - trânsito;14
2020;Estrada Rio-Sao Paulo;Acidente de trânsito;20
2020;Estrada Rio-Sao Paulo;Lesão corporal culposa - trânsito;20
2020;Estrada Rodrigues Caldas;Acidente de trânsito;10
2020;Estrada Rodrigues Caldas;Lesão corporal culposa - trânsito;11
2020;Linha Amarela;Acidente de trânsito;37
2020;Linha Amarela;Lesão corporal culposa - trânsito;39
2020;Linha Vermelha;Acidente de trânsito;25
2020;Linha Vermelha;Lesão corporal culposa - trânsito;24
2020;Rodovia Presidente Dutra;Acidente de trânsito;10
2020;Rua Andre Rocha;Acidente de trânsito;12
2020;Rua Andre Rocha;Lesão corporal culposa - trânsito;11
2020;Rua Arquias Cordeiro;Lesão corporal culposa - trânsito;10
2020;Rua Avenida Paranapua;Acidente de trânsito;10
2020;Rua Avenida Paranapua;Lesão corporal culposa - trânsito;10
2020;Rua Barao De Capanema;Acidente de trânsito;19
2020;Rua Barao De Capanema;Lesão corporal culposa - trânsito;19
2020;Rua Barao De Itapagipe;Acidente de trânsito;10
2020;Rua Barao De Itapagipe;Lesão corporal culposa - trânsito;11
2020;Rua Barao De Mesquita;Acidente de trânsito;15
2020;Rua Barao De Mesquita;Lesão corporal culposa - trânsito;13
2020;Rua Barao Do Bom Retiro;Acidente de trânsito;10
2020;Rua Barao Do Bom Retiro;Lesão corporal culposa - trânsito;13
2020;Rua Barata Ribeiro;Acidente de trânsito;18
2020;Rua Barata Ribeiro;Lesão corporal culposa - trânsito;21
2020;Rua Bernardo De Vasconcelos;Acidente de trânsito;19
2020;Rua Bernardo De Vasconcelos;Lesão corporal culposa - trânsito;21
2020;Rua Bulhoes Marcial;Acidente de trânsito;20
2020;Rua Bulhoes Marcial;Lesão corporal culposa - trânsito;22
2020;Rua Candido Benicio;Acidente de trânsito;41
2020;Rua Candido Benicio;Lesão corporal culposa - trânsito;49
2020;Rua Carolina Machado;Acidente de trânsito;28
2020;Rua Carolina Machado;Lesão corporal culposa - trânsito;27
2020;Rua Clarimundo De Melo;Acidente de trânsito;25
2020;Rua Clarimundo De Melo;Lesão corporal culposa - trânsito;27
2020;Rua Conde De Azambuja;Acidente de trânsito;10
2020;Rua Conde De Azambuja;Lesão corporal culposa - trânsito;10
2020;Rua Conde De Bonfim;Acidente de trânsito;35
2020;Rua Conde De Bonfim;Lesão corporal culposa - trânsito;38
2020;Rua Conselheiro Galvao;Acidente de trânsito;17
2020;Rua Conselheiro Galvao;Lesão corporal culposa - trânsito;22
2020;Rua Cordovil;Acidente de trânsito;20
2020;Rua Cordovil;Lesão corporal culposa - trânsito;22
2020;Rua Coronel Tamarindo;Acidente de trânsito;13
2020;Rua Coronel Tamarindo;Lesão corporal culposa - trânsito;14
2020;Rua Da Feira;Acidente de trânsito;12
2020;Rua Da Feira;Lesão corporal culposa - trânsito;12
2020;Rua Das Laranjeiras;Acidente de trânsito;32
2020;Rua Das Laranjeiras;Lesão corporal culposa - trânsito;34
2020;Rua Dias Da Cruz;Acidente de trânsito;27
2020;Rua Dias Da Cruz;Lesão corporal culposa - trânsito;30
2020;Rua Do Prado;Acidente de trânsito;10
2020;Rua Do Prado;Homicídio culposo - trânsito;17
2020;Rua Estacio De Sa;Acidente de trânsito;13
2020;Rua Estacio De Sa;Lesão corporal culposa - trânsito;14
2020;Rua Estrada Do Galeao;Acidente de trânsito;35
2020;Rua Estrada Do Galeao;Lesão corporal culposa - trânsito;34
2020;Rua Felipe Cardoso;Acidente de trânsito;14
2020;Rua Felipe Cardoso;Lesão corporal culposa - trânsito;16
2020;Rua Figueiredo Magalhaes;Lesão corporal culposa - trânsito;10
2020;Rua Francisco Real;Acidente de trânsito;19
2020;Rua Francisco Real;Lesão corporal culposa - trânsito;19
2020;Rua Frei Caneca;Acidente de trânsito;14
2020;Rua Frei Caneca;Lesão corporal culposa - trânsito;15
2020;Rua Goias;Acidente de trânsito;13
2020;Rua Goias;Lesão corporal culposa - trânsito;14
2020;Rua Gramado;Acidente de trânsito;12
2020;Rua Gramado;Lesão corporal culposa - trânsito;12
2020;Rua Guaruja;Acidente de trânsito;12
2020;Rua Guaruja;Lesão corporal culposa - trânsito;13
2020;Rua Haddock Lobo;Acidente de trânsito;11
2020;Rua Haddock Lobo;Lesão corporal culposa - trânsito;12
2020;Rua Irapua;Acidente de trânsito;11
2020;Rua Irapua;Lesão corporal culposa - trânsito;11
2020;Rua Itapiru;Acidente de trânsito;15
2020;Rua Itapiru;Lesão corporal culposa - trânsito;19
2020;Rua Jardim Botanico;Acidente de trânsito;12
2020;Rua Jardim Botanico;Lesão corporal culposa - trânsito;13
2020;Rua Joao Vicente;Acidente de trânsito;18
2020;Rua Joao Vicente;Lesão corporal culposa - trânsito;19
2020;Rua Leopoldo Bulhoes;Acidente de trânsito;29
2020;Rua Leopoldo Bulhoes;Lesão corporal culposa - trânsito;29
2020;Rua Luis Beltrao;Acidente de trânsito;15
2020;Rua Luis Beltrao;Lesão corporal culposa - trânsito;16
2020;Rua Maxwell;Acidente de trânsito;14
2020;Rua Maxwell;Lesão corporal culposa - trânsito;15
2020;Rua Mercurio;Acidente de trânsito;10
2020;Rua Mercurio;Lesão corporal culposa - trânsito;10
2020;Rua Pereira Nunes;Acidente de trânsito;10
2020;Rua Pinheiro Machado;Acidente de trânsito;12
2020;Rua Pinheiro Machado;Lesão corporal culposa - trânsito;14
2020;Rua Piraquara;Acidente de trânsito;14
2020;Rua Piraquara;Lesão corporal culposa - trânsito;15
2020;Rua Rio Da Prata;Acidente de trânsito;11
2020;Rua Rio Da Prata;Lesão corporal culposa - trânsito;12
2020;Rua Sao Clemente;Lesão corporal culposa - trânsito;11
2020;Rua Sao Francisco Xavier;Acidente de trânsito;31
2020;Rua Sao Francisco Xavier;Lesão corporal culposa - trânsito;36
2020;Rua Uranos;Acidente de trânsito;21
2020;Rua Uranos;Lesão corporal culposa - trânsito;21
2020;Rua Vinte E Quatro De Maio;Lesão corporal culposa - trânsito;11
2020;Rua Visconde De Niteroi;Acidente de trânsito;20
2020;Rua Visconde De Niteroi;Lesão corporal culposa - trânsito;21
2020;Rua Voluntarios Da Patria;Acidente de trânsito;14
2020;Rua Voluntarios Da Patria;Lesão corporal culposa - trânsito;15
2020;Rua Xavier Curado;Acidente de trânsito;17
2020;Rua Xavier Curado;Lesão corporal culposa - trânsito;17
2020;Via Expressa Linha Amarela;Acidente de trânsito;33
2020;Via Expressa Linha Amarela;Lesão corporal culposa - trânsito;32
2020;Via Expressa Linha Vermelha;Acidente de trânsito;20
2020;Via Expressa Linha Vermelha;Lesão corporal culposa - trânsito;19
2020;Viaduto Do Gasometro;Acidente de trânsito;10
2020;Viaduto Do Gasometro;Lesão corporal culposa - trânsito;10
2020;Vila Sem Tipo Sem Nome;Acidente de trânsito;13
2020;Vila Sem Tipo Sem Nome;Lesão corporal culposa - trânsito;13
2019;Avenida Alberico Dinis;Acidente de trânsito;12
2019;Avenida Alberico Dinis;Lesão corporal culposa - trânsito;11
2019;Avenida Amaro Cavalcanti;Acidente de trânsito;23
2019;Avenida Amaro Cavalcanti;Lesão corporal culposa - trânsito;33
2019;Avenida Antares;Acidente de trânsito;18
2019;Avenida Antares;Lesão corporal culposa - trânsito;20
2019;Avenida Areia Branca;Acidente de trânsito;23
2019;Avenida Areia Branca;Lesão corporal culposa - trânsito;26
2019;Avenida Armando Lombardi;Acidente de trânsito;17
2019;Avenida Armando Lombardi;Lesão corporal culposa - trânsito;22
2019;Avenida Atlantica;Acidente de trânsito;26
2019;Avenida Atlantica;Atropelamento;10
2019;Avenida Atlantica;Lesão corporal culposa - trânsito;31
2019;Avenida Augusto Severo;Acidente de trânsito;13
2019;Avenida Augusto Severo;Lesão corporal culposa - trânsito;14
2019;Avenida Auto-Estrada Lagoa-Barra;Lesão corporal culposa - trânsito;10
2019;Avenida Ayrton Senna;Acidente de trânsito;101
2019;Avenida Ayrton Senna;Atropelamento;19
2019;Avenida Ayrton Senna;Lesão corporal culposa - trânsito;112
2019;Avenida Bartolomeu De Gusmao;Lesão corporal culposa - trânsito;10
2019;Avenida Beira Mar;Acidente de trânsito;15
2019;Avenida Beira Mar;Lesão corporal culposa - trânsito;15
2019;Avenida Borges De Medeiros;Acidente de trânsito;42
2019;Avenida Borges De Medeiros;Lesão corporal culposa - trânsito;47
2019;Avenida Bras De Pina;Acidente de trânsito;49
2019;Avenida Bras De Pina;Atropelamento;12
2019;Avenida Bras De Pina;Lesão corporal culposa - trânsito;57
2019;Avenida Brasil;Acidente de trânsito;824
2019;Avenida Brasil;Atropelamento;91
2019;Avenida Brasil;Homicídio culposo - trânsito;81
2019;Avenida Brasil;Lesão corporal culposa - trânsito;856
2019;Avenida Braz De Pina;Acidente de trânsito;13
2019;Avenida Braz De Pina;Lesão corporal culposa - trânsito;15
2019;Avenida Brigadeiro Trompowski;Acidente de trânsito;17
2019;Avenida Brigadeiro Trompowski;Lesão corporal culposa - trânsito;15
2019;Avenida Cesario De Melo;Acidente de trânsito;139
2019;Avenida Cesario De Melo;Atropelamento;24
2019;Avenida Cesario De Melo;Homicídio culposo - trânsito;11
2019;Avenida Cesario De Melo;Lesão corporal culposa - trânsito;152
2019;Avenida Das Americas;Acidente de trânsito;290
2019;Avenida Das Americas;Atropelamento;31
2019;Avenida Das Americas;Homicídio culposo - trânsito;10
2019;Avenida Das Americas;Lesão corporal culposa - trânsito;326
2019;Avenida De Santa Cruz;Acidente de trânsito;135
2019;Avenida De Santa Cruz;Atropelamento;21
2019;Avenida De Santa Cruz;Homicídio culposo - trânsito;10
2019;Avenida De Santa Cruz;Lesão corporal culposa - trânsito;148
2019;Avenida Dom Helder Camara;Acidente de trânsito;181
2019;Avenida Dom Helder Camara;Atropelamento;36
2019;Avenida Dom Helder Camara;Lesão corporal culposa - trânsito;212
2019;Avenida Dom Joao Vi;Acidente de trânsito;56
2019;Avenida Dom Joao Vi;Lesão corporal culposa - trânsito;57
2019;Avenida Dos Democraticos;Acidente de trânsito;14
2019;Avenida Dos Democraticos;Lesão corporal culposa - trânsito;18
2019;Avenida Dos Italianos;Acidente de trânsito;58
2019;Avenida Dos Italianos;Lesão corporal culposa - trânsito;62
2019;Avenida Dos Mananciais;Acidente de trânsito;11
2019;Avenida Dos Mananciais;Lesão corporal culposa - trânsito;12
2019;Avenida Duque De Caxias;Acidente de trânsito;17
2019;Avenida Duque De Caxias;Lesão corporal culposa - trânsito;18
2019;Avenida Embaixador Abelardo Bueno;Acidente de trânsito;28
2019;Avenida Embaixador Abelardo Bueno;Lesão corporal culposa - trânsito;30
2019;Avenida Engenheiro Sousa Filho;Acidente de trânsito;10
2019;Avenida Engenheiro Sousa Filho;Lesão corporal culposa - trânsito;13
2019;Avenida Engenheiro Souza Filho;Acidente de trânsito;12
2019;Avenida Engenheiro Souza Filho;Lesão corporal culposa - trânsito;14
2019;Avenida Epitacio Pessoa;Acidente de trânsito;18
2019;Avenida Epitacio Pessoa;Lesão corporal culposa - trânsito;19
2019;Avenida Ernani Cardoso;Acidente de trânsito;14
2019;Avenida Ernani Cardoso;Lesão corporal culposa - trânsito;17
2019;Avenida Francisco Bicalho;Acidente de trânsito;45
2019;Avenida Francisco Bicalho;Lesão corporal culposa - trânsito;50
2019;Avenida Geremario Dantas;Acidente de trânsito;56
2019;Avenida Geremario Dantas;Lesão corporal culposa - trânsito;60
2019;Avenida Governador Carlos Lacerda;Acidente de trânsito;31
2019;Avenida Governador Carlos Lacerda;Lesão corporal culposa - trânsito;33
2019;Avenida Infante Dom Henrique;Acidente de trânsito;62
2019;Avenida Infante Dom Henrique;Atropelamento;12
2019;Avenida Infante Dom Henrique;Lesão corporal culposa - trânsito;68
2019;Avenida Itaoca;Acidente de trânsito;32
2019;Avenida Itaoca;Lesão corporal culposa - trânsito;31
2019;Avenida Jambeiro;Acidente de trânsito;11
2019;Avenida Jambeiro;Lesão corporal culposa - trânsito;12
2019;Avenida Joao Ribeiro;Acidente de trânsito;27
2019;Avenida Joao Ribeiro;Lesão corporal culposa - trânsito;32
2019;Avenida Joao Xxiii;Acidente de trânsito;27
2019;Avenida Joao Xxiii;Lesão corporal culposa - trânsito;30
2019;Avenida Lauro Sodre;Lesão corporal culposa - trânsito;10
2019;Avenida Lobo Junior;Acidente de trânsito;24
2019;Avenida Lobo Junior;Homicídio culposo - trânsito;11
2019;Avenida Lobo Junior;Lesão corporal culposa - trânsito;21
2019;Avenida Lucio Costa;Acidente de trânsito;50
2019;Avenida Lucio Costa;Atropelamento;13
2019;Avenida Lucio Costa;Lesão corporal culposa - trânsito;62
2019;Avenida Maracana;Acidente de trânsito;16
2019;Avenida Maracana;Lesão corporal culposa - trânsito;19
2019;Avenida Marechal Fontenele;Acidente de trânsito;37
2019;Avenida Marechal Fontenele;Lesão corporal culposa - trânsito;42
2019;Avenida Marechal Fontineli;Acidente de trânsito;22
2019;Avenida Marechal Fontineli;Lesão corporal culposa - trânsito;27
2019;Avenida Marechal Rondon;Acidente de trânsito;28
2019;Avenida Marechal Rondon;Lesão corporal culposa - trânsito;33
2019;Avenida Mem De Sa;Acidente de trânsito;10
2019;Avenida Mem De Sa;Lesão corporal culposa - trânsito;14
2019;Avenida Menezes Cortes;Acidente de trânsito;30
